Category,Number of Records,Order Date,Sales Target,Segment
Office Supplies,1,3/21/2015,23,Corporate
Office Supplies,1,3/16/2014,13,Consumer
Furniture,1,6/23/2016,772,Consumer
Furniture,1,9/26/2015,196,Corporate
Office Supplies,1,6/14/2014,359,Consumer
Office Supplies,1,10/27/2015,1306,Corporate
Technology,1,5/14/2015,245,Consumer
Furniture,1,12-11-2014,251,Consumer
Furniture,1,1/26/2014,4549,Corporate
Office Supplies,1,12/23/2014,546,Consumer
Office Supplies,1,1/13/2014,145,Corporate
Office Supplies,1,06-10-2015,5,Home Office
Technology,1,7/27/2015,598,Consumer
Technology,1,2/16/2016,5246,Corporate
Technology,1,07-10-2016,316,Home Office
Furniture,1,1/15/2014,912,Consumer
Office Supplies,1,09-02-2014,326,Consumer
Office Supplies,1,2/18/2014,34,Home Office
Technology,1,6/20/2016,923,Consumer
Technology,1,01-12-2015,2299,Home Office
Furniture,1,08-12-2015,26,Home Office
Office Supplies,1,08-10-2015,635,Consumer
Office Supplies,1,04-06-2014,786,Corporate
Office Supplies,1,1/24/2015,1475,Home Office
Technology,1,12/28/2016,84,Consumer
Technology,1,8/31/2015,467,Home Office
Office Supplies,1,7/26/2014,558,Corporate
Furniture,1,03-04-2016,677,Corporate
Office Supplies,1,9/21/2016,15,Consumer
Office Supplies,1,05-06-2015,352,Corporate
Technology,1,4/29/2014,92,Corporate
Furniture,1,10/25/2016,1666,Consumer
Furniture,1,7/29/2015,63,Home Office
Office Supplies,1,02-07-2015,552,Consumer
Technology,1,02-08-2015,826,Consumer
Technology,1,05-02-2014,296,Home Office
Furniture,1,05-06-2014,1012,Consumer
Office Supplies,1,11/22/2015,20,Consumer
Office Supplies,1,03-04-2016,815,Corporate
Technology,1,11/24/2014,310,Corporate
Technology,1,9/14/2014,48,Home Office
Furniture,1,2/29/2016,40,Home Office
Office Supplies,1,12/19/2014,709,Corporate
Furniture,1,1/18/2014,629,Corporate
Furniture,1,10/16/2016,948,Home Office
Office Supplies,1,6/25/2016,36,Corporate
Office Supplies,1,05-04-2016,654,Home Office
Technology,1,10-05-2014,599,Corporate
Technology,1,06-07-2014,1010,Home Office
Furniture,1,4/13/2015,1617,Consumer
Office Supplies,1,09-11-2016,1605,Consumer
Technology,1,2/19/2015,408,Consumer
Furniture,1,09-08-2014,156,Home Office
Office Supplies,1,01-01-2016,5,Consumer
Office Supplies,1,07-06-2016,27,Corporate
Technology,1,03-06-2016,879,Consumer
Furniture,1,1/29/2014,1126,Consumer
Furniture,1,07-01-2014,173,Corporate
Furniture,1,06-09-2014,385,Home Office
Office Supplies,1,12/29/2016,258,Consumer
Office Supplies,1,7/22/2014,233,Corporate
Office Supplies,1,4/20/2016,179,Home Office
Technology,1,10-07-2015,66,Consumer
Technology,1,12/18/2016,456,Corporate
Technology,1,1/15/2014,14,Home Office
Furniture,1,08-12-2014,1864,Consumer
Furniture,1,8/26/2014,244,Corporate
Office Supplies,1,12-03-2016,105,Consumer
Office Supplies,1,2/20/2015,358,Corporate
Technology,1,2/13/2016,541,Consumer
Technology,1,5/23/2015,500,Corporate
Furniture,1,7/15/2015,213,Home Office
Office Supplies,1,05-10-2014,171,Consumer
Office Supplies,1,1/16/2016,144,Home Office
Technology,1,5/30/2014,34,Consumer
Technology,1,7/18/2015,27,Home Office
Office Supplies,1,12/13/2015,2342,Consumer
Office Supplies,1,12/25/2014,336,Corporate
Technology,1,10-03-2014,320,Consumer
Furniture,1,3/28/2016,85,Consumer
Office Supplies,1,12/22/2014,1181,Consumer
Technology,1,06-02-2014,12,Consumer
Office Supplies,1,12-09-2016,14,Consumer
Furniture,1,8/22/2014,762,Corporate
Office Supplies,1,12-08-2014,178,Corporate
Technology,1,06-01-2015,654,Corporate
Furniture,1,6/29/2014,725,Consumer
Furniture,1,11/30/2016,604,Home Office
Office Supplies,1,2/13/2014,30,Consumer
Office Supplies,1,7/20/2015,371,Home Office
Technology,1,06-04-2015,89,Consumer
Technology,1,11-01-2015,202,Corporate
Technology,1,9/29/2016,1094,Home Office
Furniture,1,2/20/2015,562,Consumer
Furniture,1,6/14/2015,78,Corporate
Office Supplies,1,10-06-2016,334,Consumer
Office Supplies,1,03-05-2015,206,Corporate
Office Supplies,1,07-07-2014,8,Home Office
Technology,1,07-10-2014,641,Corporate
Furniture,1,2/13/2015,1493,Corporate
Office Supplies,1,05-08-2016,9,Consumer
Office Supplies,1,05-01-2016,1260,Corporate
Office Supplies,1,11/25/2015,56,Home Office
Technology,1,2/28/2016,18,Consumer
Furniture,1,07-01-2015,1076,Consumer
Furniture,1,8/17/2015,17,Corporate
Office Supplies,1,6/29/2015,279,Consumer
Office Supplies,1,1/18/2014,79,Home Office
Technology,1,6/14/2016,297,Consumer
Furniture,1,6/18/2016,7,Consumer
Furniture,1,1/28/2015,5803,Home Office
Office Supplies,1,09-08-2014,58,Consumer
Office Supplies,1,02-12-2014,112,Corporate
Office Supplies,1,02-12-2016,307,Home Office
Furniture,1,6/17/2015,407,Consumer
Furniture,1,9/24/2014,3,Corporate
Office Supplies,1,11/25/2015,100,Consumer
Office Supplies,1,10/20/2015,537,Corporate
Office Supplies,1,10-08-2015,216,Home Office
Technology,1,12/21/2014,111,Consumer
Technology,1,3/31/2015,516,Corporate
Technology,1,01-11-2015,38,Home Office
Furniture,1,10-07-2016,1117,Consumer
Furniture,1,07-04-2014,35,Corporate
Office Supplies,1,12/22/2015,1678,Consumer
Office Supplies,1,12/18/2015,386,Corporate
Technology,1,09-06-2015,1858,Consumer
Technology,1,06-04-2014,121,Corporate
Furniture,1,7/24/2016,142,Consumer
Furniture,1,10-11-2015,148,Corporate
Office Supplies,1,04-07-2016,328,Consumer
Office Supplies,1,12/29/2015,13,Corporate
Office Supplies,1,02-08-2016,162,Home Office
Technology,1,11-08-2015,42,Consumer
Technology,1,02-09-2016,41,Corporate
Furniture,1,11/28/2015,395,Consumer
Office Supplies,1,1/16/2015,2221,Consumer
Office Supplies,1,02-09-2016,9,Corporate
Office Supplies,1,05-10-2016,46,Home Office
Technology,1,11-07-2016,2274,Consumer
Technology,1,12/25/2014,1050,Home Office
Furniture,1,08-12-2016,367,Consumer
Office Supplies,1,10/18/2016,182,Consumer
Office Supplies,1,01-11-2016,12,Corporate
Technology,1,3/15/2016,689,Consumer
Office Supplies,1,8/22/2015,226,Corporate
Office Supplies,1,8/16/2016,332,Home Office
Technology,1,05-05-2015,236,Corporate
Technology,1,2/14/2015,1857,Home Office
Office Supplies,1,5/31/2014,36,Corporate
Furniture,1,07-06-2016,1691,Corporate
Office Supplies,1,01-06-2016,74,Consumer
Office Supplies,1,7/15/2016,98,Corporate
Office Supplies,1,3/18/2015,278,Home Office
Technology,1,02-11-2014,133,Consumer
Technology,1,04-07-2015,147,Corporate
Technology,1,04-04-2016,872,Home Office
Furniture,1,01-09-2014,564,Consumer
Office Supplies,1,12-10-2015,449,Consumer
Office Supplies,1,6/16/2014,114,Home Office
Technology,1,10/25/2015,566,Consumer
Furniture,1,6/15/2016,438,Consumer
Office Supplies,1,2/17/2015,447,Consumer
Office Supplies,1,3/21/2016,111,Corporate
Technology,1,05-02-2015,322,Consumer
Office Supplies,1,4/24/2014,34,Consumer
Office Supplies,1,01-09-2015,144,Corporate
Office Supplies,1,3/19/2016,62,Home Office
Technology,1,12-12-2015,709,Consumer
Furniture,1,5/18/2014,26,Consumer
Furniture,1,4/27/2014,274,Corporate
Furniture,1,10/23/2014,14,Home Office
Office Supplies,1,7/21/2016,8,Consumer
Office Supplies,1,9/21/2014,144,Corporate
Technology,1,08-10-2016,363,Consumer
Furniture,1,04-01-2014,239,Consumer
Office Supplies,1,5/15/2014,157,Consumer
Office Supplies,1,03-12-2014,3,Home Office
Technology,1,08-02-2014,4151,Consumer
Technology,1,09-02-2016,222,Corporate
Office Supplies,1,4/21/2016,5,Consumer
Furniture,1,7/16/2014,1358,Consumer
Office Supplies,1,7/27/2016,553,Consumer
Technology,1,05-11-2016,139,Consumer
Furniture,1,3/14/2016,19,Corporate
Office Supplies,1,4/17/2016,711,Consumer
Office Supplies,1,10-04-2015,72,Corporate
Office Supplies,1,7/21/2014,20,Home Office
Technology,1,3/17/2014,155,Consumer
Furniture,1,3/22/2016,948,Home Office
Office Supplies,1,10-03-2016,544,Consumer
Office Supplies,1,11/13/2015,135,Corporate
Office Supplies,1,03-10-2016,26,Home Office
Technology,1,5/25/2014,1827,Consumer
Technology,1,2/17/2016,2048,Home Office
Furniture,1,1/13/2016,347,Consumer
Office Supplies,1,05-12-2016,129,Consumer
Office Supplies,1,09-07-2014,60,Corporate
Office Supplies,1,10-07-2016,13,Home Office
Technology,1,5/13/2014,449,Consumer
Technology,1,11-02-2016,96,Home Office
Furniture,1,10/13/2015,1651,Consumer
Furniture,1,11/14/2014,51,Home Office
Office Supplies,1,1/18/2015,26,Consumer
Office Supplies,1,01-10-2015,58,Corporate
Office Supplies,1,8/15/2014,54,Home Office
Technology,1,11/29/2016,185,Consumer
Technology,1,7/22/2014,1151,Home Office
Furniture,1,11-05-2016,406,Corporate
Office Supplies,1,08-03-2014,34,Corporate
Office Supplies,1,12/18/2015,19,Home Office
Office Supplies,1,9/27/2015,185,Consumer
Furniture,1,3/17/2014,704,Consumer
Furniture,1,9/21/2016,885,Corporate
Office Supplies,1,5/25/2016,233,Consumer
Office Supplies,1,01-11-2014,176,Corporate
Technology,1,04-11-2016,592,Consumer
Technology,1,11/19/2016,4655,Corporate
Furniture,1,1/19/2015,696,Consumer
Furniture,1,08-06-2016,630,Corporate
Office Supplies,1,12-11-2014,229,Consumer
Office Supplies,1,11/25/2014,18,Corporate
Office Supplies,1,01-04-2014,455,Home Office
Technology,1,3/27/2015,2207,Consumer
Technology,1,4/21/2016,73,Corporate
Furniture,1,8/16/2015,57,Consumer
Furniture,1,08-07-2015,245,Home Office
Office Supplies,1,9/30/2015,230,Consumer
Furniture,1,2/14/2016,1525,Corporate
Furniture,1,4/14/2014,685,Home Office
Office Supplies,1,12/30/2015,447,Consumer
Office Supplies,1,4/25/2015,369,Corporate
Office Supplies,1,01-11-2016,547,Home Office
Technology,1,4/28/2015,228,Consumer
Technology,1,7/13/2015,754,Corporate
Technology,1,01-11-2016,405,Home Office
Office Supplies,1,12/29/2016,27,Consumer
Technology,1,09-07-2014,60,Consumer
Office Supplies,1,8/26/2016,7,Consumer
Office Supplies,1,3/26/2016,369,Consumer
Technology,1,02-10-2016,2922,Consumer
Furniture,1,05-01-2015,13,Consumer
Office Supplies,1,12/30/2014,569,Consumer
Office Supplies,1,11/25/2015,613,Corporate
Furniture,1,4/30/2015,148,Corporate
Technology,1,07-05-2016,213,Corporate
Furniture,1,7/14/2016,1752,Corporate
Office Supplies,1,4/15/2014,114,Consumer
Office Supplies,1,2/22/2014,10,Corporate
Technology,1,8/20/2016,392,Corporate
Office Supplies,1,12/18/2016,105,Corporate
Technology,1,10/19/2014,1008,Corporate
Office Supplies,1,7/13/2014,5,Corporate
Technology,1,04-03-2014,276,Corporate
Furniture,1,10-04-2016,21,Consumer
Office Supplies,1,7/16/2015,22,Consumer
Office Supplies,1,5/22/2015,36,Home Office
Furniture,1,06-11-2015,1472,Corporate
Office Supplies,1,11-09-2015,75,Consumer
Office Supplies,1,4/22/2015,116,Corporate
Technology,1,9/25/2014,95,Consumer
Furniture,1,4/13/2014,17,Corporate
Technology,1,12-08-2016,633,Corporate
Furniture,1,6/21/2016,23,Consumer
Furniture,1,8/24/2014,68,Corporate
Technology,1,3/25/2015,69,Corporate
Furniture,1,03-03-2016,48,Home Office
Office Supplies,1,02-07-2016,79,Home Office
Technology,1,11/24/2015,15,Home Office
Furniture,1,4/18/2015,328,Consumer
Office Supplies,1,06-07-2014,82,Consumer
Furniture,1,11-12-2015,169,Consumer
Office Supplies,1,07-04-2015,131,Consumer
Office Supplies,1,5/22/2015,122,Home Office
Technology,1,7/18/2015,250,Home Office
Office Supplies,1,02-11-2016,12,Consumer
Technology,1,7/31/2016,83,Consumer
Furniture,1,7/30/2016,306,Home Office
Technology,1,12/16/2016,316,Corporate
Technology,1,03-01-2016,418,Home Office
Furniture,1,3/13/2016,1202,Consumer
Furniture,1,03-05-2016,489,Consumer
Furniture,1,07-10-2014,108,Corporate
Office Supplies,1,02-08-2015,179,Consumer
Technology,1,2/21/2014,171,Home Office
Furniture,1,7/14/2015,59,Consumer
Office Supplies,1,06-06-2015,1525,Corporate
Technology,1,5/14/2015,100,Corporate
Office Supplies,1,05-02-2016,31,Corporate
Furniture,1,8/23/2014,370,Corporate
Office Supplies,1,05-07-2016,479,Corporate
Office Supplies,1,3/25/2014,43,Corporate
Furniture,1,5/31/2015,943,Consumer
Office Supplies,1,8/24/2016,377,Consumer
Office Supplies,1,04-09-2015,136,Corporate
Technology,1,10/28/2016,1310,Consumer
Office Supplies,1,1/20/2016,17,Consumer
Office Supplies,1,03-02-2014,21,Corporate
Office Supplies,1,10-03-2015,1526,Home Office
Technology,1,5/24/2016,106,Home Office
Office Supplies,1,6/27/2016,152,Corporate
Furniture,1,02-12-2015,20,Consumer
Furniture,1,08-11-2016,68,Corporate
Office Supplies,1,06-03-2014,131,Consumer
Technology,1,12/23/2016,9625,Consumer
Furniture,1,02-12-2014,780,Consumer
Furniture,1,10-08-2016,14,Consumer
Office Supplies,1,06-08-2016,97,Corporate
Technology,1,12/19/2015,89,Consumer
Furniture,1,11/24/2014,602,Consumer
Furniture,1,12-11-2014,274,Home Office
Office Supplies,1,9/24/2016,203,Consumer
Office Supplies,1,1/28/2016,1043,Home Office
Technology,1,2/22/2014,150,Consumer
Technology,1,8/31/2015,519,Home Office
Furniture,1,8/19/2015,135,Corporate
Office Supplies,1,11/23/2016,36,Consumer
Technology,1,10/25/2015,102,Consumer
Technology,1,10-11-2015,636,Corporate
Furniture,1,11/26/2014,234,Corporate
Technology,1,2/28/2016,1004,Home Office
Technology,1,12-12-2014,116,Corporate
Technology,1,02-04-2016,68,Corporate
Office Supplies,1,3/22/2014,1462,Consumer
Office Supplies,1,12-05-2015,135,Home Office
Furniture,1,09-09-2015,611,Consumer
Office Supplies,1,3/19/2014,258,Consumer
Office Supplies,1,04-03-2014,431,Consumer
Furniture,1,01-09-2015,803,Consumer
Furniture,1,1/25/2015,69,Corporate
Office Supplies,1,05-10-2014,6,Consumer
Office Supplies,1,5/15/2014,101,Corporate
Technology,1,11-05-2016,79,Consumer
Furniture,1,4/18/2015,41,Consumer
Office Supplies,1,11-12-2016,345,Consumer
Office Supplies,1,4/14/2014,35,Corporate
Office Supplies,1,9/21/2016,14,Consumer
Furniture,1,10/30/2015,190,Corporate
Office Supplies,1,11-08-2014,795,Corporate
Office Supplies,1,3/22/2014,410,Home Office
Technology,1,08-10-2015,56,Corporate
Office Supplies,1,06-01-2015,11,Consumer
Office Supplies,1,8/30/2016,427,Home Office
Technology,1,12-07-2014,511,Consumer
Office Supplies,1,10-02-2015,62,Corporate
Office Supplies,1,4/15/2014,49,Consumer
Furniture,1,1/30/2014,16,Consumer
Office Supplies,1,3/27/2014,225,Consumer
Office Supplies,1,6/22/2015,34,Corporate
Office Supplies,1,12/23/2016,106,Consumer
Furniture,1,04-07-2014,711,Consumer
Office Supplies,1,8/24/2014,366,Consumer
Technology,1,07-02-2014,4165,Consumer
Technology,1,2/15/2015,165,Corporate
Furniture,1,4/16/2014,695,Consumer
Furniture,1,3/15/2014,623,Corporate
Office Supplies,1,6/20/2015,4354,Consumer
Office Supplies,1,02-05-2014,61,Corporate
Technology,1,3/16/2015,1197,Consumer
Office Supplies,1,6/20/2014,126,Consumer
Office Supplies,1,3/21/2015,10,Corporate
Office Supplies,1,11/26/2014,18,Home Office
Technology,1,9/21/2015,166,Corporate
Office Supplies,1,01-04-2014,159,Corporate
Furniture,1,5/29/2015,287,Consumer
Office Supplies,1,12-07-2014,4,Consumer
Office Supplies,1,04-11-2014,2,Home Office
Technology,1,11-01-2016,495,Home Office
Technology,1,1/25/2014,22,Corporate
Furniture,1,9/22/2015,201,Consumer
Office Supplies,1,7/18/2015,93,Consumer
Office Supplies,1,5/15/2016,192,Corporate
Office Supplies,1,08-10-2014,132,Home Office
Technology,1,08-05-2014,1369,Consumer
Technology,1,10/24/2015,30,Home Office
Furniture,1,5/15/2016,383,Consumer
Office Supplies,1,08-10-2015,69,Consumer
Technology,1,9/28/2016,204,Home Office
Furniture,1,01-06-2015,150,Consumer
Office Supplies,1,1/28/2016,92,Corporate
Office Supplies,1,6/26/2014,16,Home Office
Technology,1,8/24/2014,37,Consumer
Technology,1,12-05-2015,7317,Home Office
Furniture,1,10/25/2015,266,Consumer
Furniture,1,6/28/2015,102,Home Office
Office Supplies,1,5/13/2016,16,Corporate
Office Supplies,1,1/26/2015,496,Home Office
Technology,1,2/19/2016,50,Corporate
Furniture,1,10-11-2016,763,Corporate
Office Supplies,1,6/24/2014,47,Consumer
Office Supplies,1,03-08-2016,936,Corporate
Furniture,1,10-03-2016,491,Consumer
Furniture,1,9/26/2016,373,Corporate
Furniture,1,10-01-2014,134,Home Office
Office Supplies,1,02-08-2014,73,Consumer
Office Supplies,1,3/28/2016,4966,Corporate
Office Supplies,1,09-03-2014,445,Home Office
Technology,1,6/29/2015,1437,Corporate
Technology,1,07-06-2015,219,Home Office
Furniture,1,8/16/2015,266,Consumer
Furniture,1,09-01-2014,233,Corporate
Office Supplies,1,2/15/2015,131,Consumer
Office Supplies,1,11-06-2014,41,Corporate
Furniture,1,06-11-2016,1862,Corporate
Office Supplies,1,11/27/2014,30,Corporate
Office Supplies,1,12/20/2014,325,Home Office
Technology,1,7/31/2016,85,Home Office
Furniture,1,10/17/2015,952,Consumer
Office Supplies,1,11/29/2014,1209,Consumer
Technology,1,3/21/2016,232,Consumer
Furniture,1,02-11-2016,190,Consumer
Office Supplies,1,2/27/2015,811,Consumer
Furniture,1,7/29/2016,112,Consumer
Office Supplies,1,09-12-2015,32,Corporate
Furniture,1,10/30/2016,88,Corporate
Furniture,1,1/27/2015,669,Home Office
Office Supplies,1,03-03-2014,45,Consumer
Technology,1,01-12-2014,94,Consumer
Furniture,1,09-07-2014,539,Consumer
Furniture,1,1/19/2015,94,Corporate
Office Supplies,1,5/17/2016,17,Consumer
Office Supplies,1,7/18/2016,1,Corporate
Furniture,1,2/15/2016,176,Consumer
Technology,1,05-11-2014,63,Corporate
Furniture,1,9/18/2015,277,Consumer
Office Supplies,1,10/15/2015,16,Consumer
Office Supplies,1,11-02-2014,21,Corporate
Technology,1,7/14/2016,419,Corporate
Office Supplies,1,7/31/2014,53,Corporate
Technology,1,01-10-2016,1133,Consumer
Office Supplies,1,10/30/2016,103,Consumer
Office Supplies,1,1/30/2014,446,Corporate
Technology,1,1/27/2016,110,Consumer
Furniture,1,9/21/2016,53,Corporate
Office Supplies,1,1/31/2015,30,Corporate
Office Supplies,1,07-03-2016,98,Consumer
Office Supplies,1,08-12-2015,29,Corporate
Furniture,1,2/13/2015,757,Consumer
Furniture,1,6/28/2015,802,Home Office
Office Supplies,1,02-08-2015,86,Consumer
Office Supplies,1,02-10-2015,43,Home Office
Technology,1,03-12-2014,146,Consumer
Technology,1,06-08-2015,862,Home Office
Office Supplies,1,06-02-2016,11,Corporate
Furniture,1,3/30/2015,282,Consumer
Technology,1,10/22/2016,338,Consumer
Furniture,1,4/16/2014,1304,Consumer
Furniture,1,10/29/2016,8,Home Office
Office Supplies,1,6/29/2014,742,Consumer
Office Supplies,1,10-03-2016,108,Corporate
Technology,1,03-01-2015,34,Consumer
Technology,1,11/17/2014,14,Corporate
Furniture,1,09-09-2016,1280,Corporate
Furniture,1,2/27/2015,74,Consumer
Office Supplies,1,09-02-2016,104,Consumer
Office Supplies,1,4/14/2015,9,Home Office
Technology,1,12-06-2015,268,Consumer
Furniture,1,02-04-2014,78,Home Office
Office Supplies,1,9/26/2014,542,Consumer
Office Supplies,1,5/19/2015,60,Home Office
Technology,1,6/30/2016,238,Home Office
Office Supplies,1,10-04-2016,715,Consumer
Office Supplies,1,02-09-2014,162,Home Office
Technology,1,05-06-2014,107,Consumer
Technology,1,05-06-2016,1385,Home Office
Furniture,1,9/14/2015,567,Corporate
Office Supplies,1,12-03-2016,67,Consumer
Office Supplies,1,06-05-2014,33,Corporate
Technology,1,3/20/2015,1164,Corporate
Furniture,1,11/28/2014,916,Consumer
Furniture,1,8/26/2016,157,Home Office
Office Supplies,1,07-07-2014,1151,Consumer
Office Supplies,1,7/19/2016,197,Home Office
Technology,1,02-07-2016,410,Consumer
Furniture,1,2/25/2016,562,Consumer
Office Supplies,1,1/26/2015,31,Corporate
Office Supplies,1,12/19/2016,6,Home Office
Technology,1,06-12-2014,508,Home Office
Office Supplies,1,06-04-2015,919,Consumer
